date,category,region,units_sold,revenue
2025-07-06,Clothing,West,1,49.78
2025-07-06,Sports,West,4,81.74
2025-07-06,Sports,West,1,62.7
2025-07-06,Home & Garden,South,2,64.63
2025-07-06,Clothing,West,4,53.39
2025-07-06,Clothing,West,2,45.84
2025-07-06,Home & Garden,West,3,62.13
2025-07-06,Books,South,2,19.52
2025-07-06,Clothing,South,3,47.64
2025-07-06,Books,North,2,17.43
2025-07-07,Home & Garden,West,2,57.57
2025-07-07,Clothing,West,4,51.41
2025-07-07,Sports,South,1,74.28
2025-07-07,Electronics,North,1,168.62
2025-07-07,Electronics,East,2,172.8
2025-07-07,Sports,North,3,68.4
2025-07-07,Home & Garden,West,4,81.34
2025-07-07,Home & Garden,South,1,55.11
2025-07-07,Clothing,West,1,53.18
2025-07-07,Sports,South,1,45.4
2025-07-07,Home & Garden,North,4,48.27
2025-07-07,Electronics,North,4,199.24
2025-07-07,Electronics,West,3,146.82
2025-07-07,Home & Garden,South,2,68.94
2025-07-07,Clothing,South,4,42.37
2025-07-07,Books,West,1,20.01
2025-07-07,Books,East,3,21.86
2025-07-07,Home & Garden,West,1,75.88
2025-07-07,Books,West,2,17.1
2025-07-07,Electronics,South,3,160.64
2025-07-07,Electronics,East,4,212.43
2025-07-07,Clothing,East,2,46.84
2025-07-07,Clothing,East,3,52.31
2025-07-08,Clothing,West,1,49.66
2025-07-08,Books,West,4,16.48
2025-07-08,Sports,West,3,68.53
2025-07-08,Electronics,East,4,219.09
2025-07-08,Home & Garden,West,3,63.05
2025-07-08,Clothing,North,4,40.05
2025-07-08,Clothing,North,4,61.13
2025-07-08,Clothing,East,3,52.44
2025-07-08,Clothing,South,4,46.41
2025-07-08,Clothing,East,2,30.29
2025-07-08,Electronics,North,3,222.21
2025-07-08,Books,North,2,12.47
2025-07-08,Clothing,West,3,58.6
2025-07-08,Clothing,East,2,37.89
2025-07-08,Electronics,North,4,232.77
2025-07-08,Sports,South,2,74.12
2025-07-09,Books,North,1,15.86
2025-07-09,Home & Garden,West,1,78.29
2025-07-09,Clothing,North,1,54.01
2025-07-09,Clothing,East,1,50.15
2025-07-09,Electronics,East,4,170.9
2025-07-09,Electronics,East,3,257.4
2025-07-09,Clothing,West,1,43.31
2025-07-09,Home & Garden,North,3,66.24
2025-07-09,Electronics,East,1,165.38
2025-07-09,Electronics,East,3,195.89
2025-07-09,Electronics,West,3,147.44
2025-07-09,Clothing,East,1,44.65
2025-07-09,Clothing,East,1,59.37
2025-07-09,Sports,West,4,86.02
2025-07-09,Electronics,West,2,181.58
2025-07-09,Home & Garden,South,2,43.47
2025-07-09,Electronics,East,3,229.31
2025-07-09,Clothing,West,3,41.97
2025-07-09,Clothing,East,3,47.74
2025-07-09,Sports,East,4,75.65
2025-07-09,Clothing,North,1,41.79
2025-07-09,Home & Garden,North,1,57.52
2025-07-10,Electronics,South,1,202.15
2025-07-10,Clothing,North,2,50.11
2025-07-10,Electronics,East,1,155.45
2025-07-10,Sports,West,4,60.57
2025-07-10,Clothing,North,1,30.42
2025-07-10,Clothing,West,1,45.26
2025-07-10,Clothing,West,1,44.83
2025-07-10,Electronics,East,2,178.85
2025-07-10,Books,East,4,13.91
2025-07-10,Sports,South,4,69.07
2025-07-10,Clothing,East,1,43.44
2025-07-10,Sports,North,2,70.02
2025-07-10,Clothing,East,1,45.9
2025-07-10,Electronics,South,1,204.15
2025-07-10,Electronics,North,4,161.4
2025-07-10,Electronics,South,3,169.36
2025-07-10,Electronics,North,1,168.33
2025-07-10,Sports,West,4,72.59
2025-07-10,Electronics,West,1,149.25
2025-07-10,Books,North,4,20.45
2025-07-10,Sports,South,4,72.83
2025-07-10,Clothing,North,3,54.58
2025-07-10,Electronics,South,1,223.19
2025-07-10,Home & Garden,South,4,49.78
2025-07-10,Home & Garden,East,1,44.06
2025-07-11,Home & Garden,East,3,87.01
2025-07-11,Electronics,North,4,189.36
2025-07-11,Books,South,1,16.35
2025-07-11,Clothing,North,4,65.55
2025-07-11,Home & Garden,South,3,60.12
2025-07-11,Clothing,West,4,41.58
2025-07-11,Home & Garden,West,4,42.8
2025-07-11,Home & Garden,East,3,60.5
2025-07-11,Sports,West,3,64.81
2025-07-11,Electronics,South,3,204.94
2025-07-11,Clothing,South,2,40.95
2025-07-11,Sports,North,2,75.02
2025-07-11,Home & Garden,West,2,58.43
2025-07-11,Electronics,South,3,177.57
2025-07-11,Electronics,South,4,191.91
2025-07-11,Clothing,East,2,49.55
2025-07-11,Electronics,South,4,224.27
2025-07-11,Clothing,East,4,47.22
2025-07-11,Clothing,West,1,54.37
2025-07-11,Sports,North,1,94.9
2025-07-11,Clothing,North,2,45.64
2025-07-11,Clothing,North,2,56.89
2025-07-11,Home & Garden,East,1,49.47
2025-07-11,Home & Garden,South,4,52.17
2025-07-11,Sports,East,4,67.04
2025-07-11,Home & Garden,West,3,55.16
2025-07-11,Clothing,North,1,50.97
2025-07-11,Clothing,East,3,44.91
2025-07-11,Books,West,3,16.05
2025-07-11,Sports,North,1,67.0
2025-07-11,Electronics,West,3,232.48
2025-07-11,Home & Garden,West,4,57.46
2025-07-11,Sports,South,2,76.94
2025-07-11,Electronics,West,3,183.74
2025-07-11,Home & Garden,South,3,71.0
2025-07-12,Clothing,South,4,37.73
2025-07-12,Clothing,West,3,42.88
2025-07-12,Home & Garden,West,4,54.31
2025-07-12,Electronics,East,1,239.81
2025-07-12,Sports,North,1,88.84
2025-07-12,Clothing,East,1,43.67
2025-07-12,Electronics,South,1,173.48
2025-07-12,Home & Garden,South,1,67.98
2025-07-12,Books,West,4,17.19
2025-07-12,Sports,South,3,71.68
2025-07-12,Books,West,1,19.77
2025-07-12,Clothing,North,1,39.03
2025-07-12,Sports,South,4,78.71
2025-07-12,Clothing,West,2,58.39
2025-07-12,Electronics,South,1,186.37
2025-07-12,Electronics,West,4,133.76
2025-07-12,Clothing,North,3,44.01
2025-07-12,Sports,East,4,62.02
2025-07-12,Sports,East,4,76.87
2025-07-12,Electronics,South,3,211.3
2025-07-12,Clothing,East,2,50.92
2025-07-12,Books,North,4,26.82
2025-07-12,Clothing,South,3,41.3
2025-07-12,Sports,East,1,80.14
2025-07-12,Electronics,North,2,151.49
2025-07-12,Electronics,South,4,167.2
2025-07-12,Books,West,2,16.95
2025-07-12,Clothing,North,1,43.98
2025-07-12,Home & Garden,South,3,77.87
2025-07-12,Electronics,East,2,186.13
2025-07-13,Electronics,South,4,137.2
2025-07-13,Electronics,North,4,190.68
2025-07-13,Clothing,West,1,53.65
2025-07-13,Clothing,South,4,54.01
2025-07-13,Clothing,South,2,41.29
2025-07-13,Clothing,East,2,36.27
2025-07-13,Books,North,2,19.07
2025-07-13,Books,North,3,22.27
2025-07-13,Electronics,East,2,199.24
2025-07-13,Electronics,East,3,161.91
2025-07-13,Electronics,East,1,198.1
2025-07-13,Electronics,South,4,166.3
2025-07-13,Electronics,East,3,159.26
2025-07-13,Home & Garden,North,4,71.61
2025-07-13,Clothing,North,2,61.31
2025-07-13,Clothing,East,4,59.73
2025-07-13,Sports,South,3,90.38
2025-07-13,Electronics,North,3,180.28
2025-07-13,Clothing,North,3,55.83
2025-07-13,Clothing,North,3,37.49
2025-07-13,Sports,South,1,61.26
2025-07-13,Electronics,West,1,204.08
2025-07-13,Electronics,East,2,181.79
2025-07-13,Clothing,North,3,53.85
2025-07-13,Home & Garden,West,1,57.16
2025-07-13,Electronics,South,3,177.95
2025-07-13,Clothing,East,4,57.37
2025-07-13,Clothing,East,2,44.75
2025-07-13,Home & Garden,West,1,62.43
2025-07-13,Books,West,4,22.99
2025-07-13,Clothing,West,3,38.41
2025-07-13,Home & Garden,East,3,51.01
2025-07-13,Clothing,East,1,48.24
2025-07-13,Clothing,East,3,58.41
2025-07-13,Electronics,West,3,245.48
2025-07-13,Clothing,East,4,37.93
2025-07-13,Sports,North,4,74.64
2025-07-13,Home & Garden,North,4,57.25
2025-07-14,Home & Garden,North,3,62.06
2025-07-14,Electronics,West,3,212.28
2025-07-14,Electronics,East,3,164.04
2025-07-14,Electronics,South,1,177.88
2025-07-14,Clothing,West,1,45.12
2025-07-14,Books,South,2,18.26
2025-07-14,Home & Garden,East,3,68.74
2025-07-14,Home & Garden,East,2,70.34
2025-07-14,Clothing,West,4,49.82
2025-07-14,Clothing,South,3,41.71
2025-07-14,Home & Garden,East,1,53.41
2025-07-14,Electronics,West,2,214.76
2025-07-14,Electronics,South,4,199.49
2025-07-14,Home & Garden,South,1,81.22
2025-07-14,Home & Garden,East,4,60.64
2025-07-14,Electronics,South,4,221.9
2025-07-14,Clothing,North,1,42.41
2025-07-14,Sports,West,2,65.62
2025-07-14,Electronics,South,1,193.81
2025-07-14,Electronics,South,1,149.78
2025-07-14,Electronics,North,3,169.81
2025-07-14,Home & Garden,South,3,67.05
2025-07-14,Books,South,3,13.96
2025-07-14,Home & Garden,South,2,80.2
2025-07-14,Electronics,East,1,201.74
2025-07-14,Sports,East,3,76.86
2025-07-14,Clothing,West,2,50.89
2025-07-14,Electronics,West,1,173.97
2025-07-14,Books,North,1,17.68
2025-07-14,Electronics,West,2,204.51
2025-07-14,Electronics,North,4,162.86
2025-07-14,Sports,West,3,68.64
2025-07-14,Home & Garden,South,3,57.92
2025-07-14,Home & Garden,West,3,69.11
2025-07-14,Clothing,South,3,55.77
2025-07-14,Electronics,North,4,204.15
2025-07-14,Home & Garden,East,4,56.73
2025-07-15,Clothing,West,1,50.31
2025-07-15,Electronics,East,1,224.59
2025-07-15,Electronics,East,1,189.03
2025-07-15,Home & Garden,East,2,54.44
2025-07-15,Electronics,North,4,181.73
2025-07-15,Books,East,1,14.96
2025-07-15,Clothing,West,1,41.85
2025-07-15,Electronics,South,3,164.72
2025-07-15,Electronics,West,4,199.79
2025-07-15,Electronics,East,2,217.89
2025-07-15,Books,West,3,20.13
2025-07-15,Clothing,North,2,41.61
2025-07-15,Books,North,3,15.8
2025-07-15,Electronics,West,1,195.02
2025-07-15,Clothing,East,4,40.3
2025-07-15,Electronics,North,2,171.73
2025-07-15,Books,North,4,23.25
2025-07-15,Clothing,South,3,46.78
2025-07-15,Electronics,East,2,161.73
2025-07-15,Clothing,East,2,60.3
2025-07-15,Clothing,South,3,40.86
2025-07-15,Home & Garden,East,3,62.95
2025-07-15,Clothing,West,3,38.67
2025-07-15,Electronics,East,3,201.94
2025-07-15,Clothing,West,2,47.68
2025-07-15,Clothing,West,1,46.5
2025-07-15,Clothing,North,4,42.01
2025-07-15,Home & Garden,North,4,63.82
2025-07-15,Electronics,South,4,182.22
2025-07-15,Sports,East,1,81.91
2025-07-15,Books,East,1,15.24
2025-07-15,Home & Garden,North,1,71.61
2025-07-15,Clothing,East,4,38.52
2025-07-15,Electronics,South,2,210.99
2025-07-15,Clothing,West,1,46.33
2025-07-15,Sports,West,1,60.36
2025-07-15,Home & Garden,South,1,67.33
2025-07-15,Electronics,East,3,142.56
2025-07-15,Sports,South,4,85.49
2025-07-16,Books,West,3,17.48
2025-07-16,Electronics,West,4,171.26
2025-07-16,Sports,North,3,92.73
2025-07-16,Books,West,2,19.46
2025-07-16,Electronics,East,1,188.77
2025-07-16,Books,North,1,16.6
2025-07-16,Books,North,2,20.14
2025-07-16,Home & Garden,South,3,81.58
2025-07-16,Home & Garden,East,2,61.19
2025-07-16,Clothing,North,3,48.32
2025-07-16,Clothing,South,4,42.24
2025-07-16,Electronics,South,1,174.82
2025-07-16,Home & Garden,North,2,73.27
2025-07-16,Home & Garden,East,3,69.48
2025-07-16,Sports,West,3,70.76
2025-07-16,Books,South,4,19.58
2025-07-16,Sports,East,3,80.77
2025-07-16,Electronics,West,3,118.71
2025-07-16,Clothing,East,1,41.74
2025-07-16,Sports,South,1,68.76
2025-07-16,Clothing,North,1,46.95
2025-07-16,Clothing,South,1,45.99
2025-07-16,Electronics,North,4,186.61
2025-07-16,Books,East,4,20.09
2025-07-16,Home & Garden,East,2,75.34
2025-07-16,Clothing,West,1,29.66
2025-07-16,Clothing,East,1,53.57
2025-07-16,Clothing,North,1,44.5
2025-07-16,Sports,South,1,61.08
2025-07-16,Electronics,South,3,206.15
2025-07-16,Sports,South,3,49.45
2025-07-17,Sports,North,2,72.31
2025-07-17,Books,East,1,15.88
2025-07-17,Sports,South,2,67.32
2025-07-17,Electronics,West,2,188.74
2025-07-17,Home & Garden,North,2,71.32
2025-07-17,Clothing,West,4,49.79
2025-07-17,Clothing,North,4,49.47
2025-07-17,Home & Garden,South,1,52.87
2025-07-17,Books,South,2,23.89
2025-07-17,Electronics,North,2,165.65
2025-07-17,Electronics,East,2,182.25
2025-07-17,Home & Garden,West,4,59.78
2025-07-17,Home & Garden,West,4,76.09
2025-07-17,Electronics,South,2,135.99
2025-07-17,Clothing,South,3,50.11
2025-07-17,Electronics,West,4,172.53
2025-07-17,Home & Garden,North,2,69.02
2025-07-17,Home & Garden,East,4,71.45
2025-07-17,Electronics,North,4,175.32
2025-07-17,Books,South,3,17.31
2025-07-17,Home & Garden,South,3,55.94
2025-07-17,Electronics,South,4,211.62
2025-07-17,Clothing,East,2,54.81
2025-07-17,Electronics,West,2,246.17
2025-07-17,Electronics,South,4,163.32
2025-07-18,Books,West,1,21.79
2025-07-18,Home & Garden,East,4,56.9
2025-07-18,Home & Garden,South,3,57.93
2025-07-18,Electronics,West,3,212.7
2025-07-18,Clothing,North,1,49.69
2025-07-18,Electronics,North,2,182.08
2025-07-18,Clothing,West,4,38.75
2025-07-18,Electronics,South,1,143.58
2025-07-18,Sports,West,4,75.03
2025-07-18,Electronics,South,4,203.54
2025-07-18,Electronics,North,4,166.39
2025-07-18,Clothing,West,3,55.97
2025-07-18,Electronics,South,4,189.85
2025-07-18,Electronics,West,4,150.84
2025-07-18,Sports,East,4,89.05
2025-07-18,Clothing,South,3,53.04
2025-07-18,Sports,West,4,82.37
2025-07-18,Books,North,2,21.77
2025-07-18,Books,East,2,18.82
2025-07-18,Home & Garden,South,3,59.31
2025-07-18,Clothing,East,2,52.29
2025-07-18,Clothing,South,1,48.6
2025-07-18,Electronics,West,3,234.34
2025-07-18,Electronics,North,3,252.89
2025-07-18,Sports,South,4,76.98
2025-07-19,Clothing,East,1,50.76
2025-07-19,Electronics,West,2,186.08
2025-07-19,Electronics,South,3,227.54
2025-07-19,Clothing,North,2,43.78
2025-07-19,Sports,South,1,88.47
2025-07-19,Electronics,East,2,187.58
2025-07-19,Electronics,West,1,149.88
2025-07-19,Electronics,West,3,199.84
2025-07-19,Sports,South,4,82.94
2025-07-19,Electronics,West,2,187.43
2025-07-19,Home & Garden,South,1,41.56
2025-07-19,Home & Garden,West,2,67.57
2025-07-19,Books,North,2,16.14
2025-07-19,Home & Garden,West,1,75.52
2025-07-19,Electronics,South,3,200.6
2025-07-19,Books,North,4,15.04
2025-07-19,Electronics,North,3,194.01
2025-07-19,Electronics,North,4,159.46
2025-07-19,Electronics,West,3,157.18
2025-07-19,Clothing,North,1,49.56
2025-07-20,Electronics,West,3,198.08
2025-07-20,Clothing,East,1,50.49
2025-07-20,Home & Garden,West,4,58.01
2025-07-20,Home & Garden,North,2,62.76
2025-07-20,Sports,West,1,72.82
2025-07-20,Books,West,2,18.16
2025-07-20,Books,East,4,17.26
2025-07-20,Sports,East,2,56.79
2025-07-20,Electronics,South,2,194.21
2025-07-20,Home & Garden,South,2,73.7
2025-07-20,Clothing,West,3,40.85
2025-07-20,Electronics,North,4,237.54
2025-07-20,Electronics,East,3,216.17
2025-07-20,Electronics,South,3,149.95
2025-07-20,Home & Garden,South,3,79.02
2025-07-20,Home & Garden,East,2,76.57
2025-07-20,Sports,East,1,60.23
2025-07-20,Clothing,West,1,38.59
2025-07-20,Clothing,East,3,48.41
2025-07-20,Electronics,East,1,171.88
2025-07-20,Electronics,North,1,186.26
2025-07-20,Electronics,North,4,193.98
2025-07-20,Home & Garden,East,3,74.24
2025-07-20,Electronics,West,4,202.57
2025-07-20,Home & Garden,South,1,87.87
2025-07-20,Clothing,East,3,39.22
2025-07-20,Electronics,East,4,257.04
2025-07-20,Electronics,West,2,198.08
2025-07-20,Home & Garden,West,3,78.5
2025-07-20,Home & Garden,West,4,69.94
2025-07-20,Home & Garden,East,3,56.26
2025-07-20,Electronics,West,1,185.77
2025-07-20,Electronics,East,3,142.73
2025-07-20,Home & Garden,East,1,66.78
2025-07-20,Books,West,2,22.11
2025-07-21,Clothing,South,4,35.63
2025-07-21,Home & Garden,North,4,62.8
2025-07-21,Electronics,North,3,147.83
2025-07-21,Clothing,North,2,42.37
2025-07-21,Books,North,2,18.71
2025-07-21,Clothing,East,1,52.5
2025-07-21,Clothing,North,1,28.76
2025-07-21,Home & Garden,East,1,54.45
2025-07-21,Sports,North,4,73.12
2025-07-21,Electronics,West,1,180.44
2025-07-21,Home & Garden,West,2,53.14
2025-07-21,Home & Garden,South,3,72.62
2025-07-21,Electronics,West,2,159.26
2025-07-21,Clothing,West,1,50.2
2025-07-21,Clothing,West,2,47.05
2025-07-21,Home & Garden,South,1,65.49
2025-07-21,Home & Garden,South,1,67.7
2025-07-21,Home & Garden,East,4,72.79
2025-07-21,Sports,East,4,91.69
2025-07-21,Clothing,South,3,69.97
2025-07-21,Home & Garden,East,4,60.37
2025-07-21,Books,West,4,16.77
2025-07-21,Clothing,East,3,46.49
2025-07-21,Clothing,East,1,36.86
2025-07-22,Books,North,2,19.65
2025-07-22,Electronics,East,2,181.46
2025-07-22,Clothing,South,1,42.58
2025-07-22,Electronics,South,4,178.71
2025-07-22,Sports,South,2,75.96
2025-07-22,Home & Garden,West,4,69.63
2025-07-22,Books,West,4,18.84
2025-07-22,Home & Garden,East,3,66.32
2025-07-22,Books,West,3,21.14
2025-07-22,Home & Garden,North,1,61.01
2025-07-22,Home & Garden,East,4,66.43
2025-07-22,Clothing,North,3,52.48
2025-07-22,Electronics,North,2,199.47
2025-07-22,Home & Garden,East,3,66.6
2025-07-22,Electronics,East,3,194.7
2025-07-22,Home & Garden,East,4,70.63
2025-07-22,Clothing,East,2,34.52
2025-07-22,Home & Garden,South,4,74.1
2025-07-22,Home & Garden,South,4,48.83
2025-07-22,Electronics,East,2,207.95
2025-07-22,Electronics,East,1,182.32
2025-07-22,Books,South,4,16.96
2025-07-22,Clothing,West,3,55.17
2025-07-22,Sports,East,4,81.27
2025-07-22,Clothing,West,3,42.5
2025-07-22,Clothing,West,4,44.11
2025-07-22,Clothing,North,3,49.31
2025-07-22,Sports,North,2,64.42
2025-07-22,Clothing,South,2,47.61
2025-07-22,Sports,West,4,97.53
2025-07-22,Home & Garden,East,2,55.93
2025-07-22,Home & Garden,West,4,59.32
2025-07-22,Clothing,South,2,50.25
2025-07-22,Electronics,North,4,168.95
2025-07-22,Home & Garden,North,3,67.4
2025-07-22,Electronics,East,3,189.09
2025-07-22,Home & Garden,West,4,46.57
2025-07-22,Electronics,West,1,159.66
2025-07-23,Sports,East,1,65.73
2025-07-23,Sports,West,2,71.55
2025-07-23,Clothing,South,1,45.89
2025-07-23,Books,East,3,22.75
2025-07-23,Books,South,3,15.0
2025-07-23,Clothing,North,1,53.48
2025-07-23,Clothing,North,1,53.65
2025-07-23,Clothing,South,2,45.24
2025-07-23,Electronics,East,3,191.1
2025-07-23,Electronics,South,4,185.91
2025-07-23,Home & Garden,South,2,53.95
2025-07-23,Electronics,North,4,195.99
2025-07-23,Books,North,4,21.9
2025-07-23,Electronics,East,1,195.63
2025-07-23,Sports,West,2,89.11
2025-07-23,Home & Garden,West,4,77.85
2025-07-23,Clothing,North,2,60.52
2025-07-23,Home & Garden,North,4,62.54
2025-07-23,Home & Garden,North,2,64.93
2025-07-23,Electronics,South,1,196.69
2025-07-23,Clothing,South,4,56.28
2025-07-23,Clothing,West,4,51.91
2025-07-23,Electronics,West,1,200.69
2025-07-23,Sports,West,1,51.1
2025-07-23,Clothing,North,3,41.3
2025-07-23,Sports,South,3,90.32
2025-07-23,Electronics,South,4,162.33
2025-07-23,Electronics,South,4,161.58
2025-07-23,Sports,East,4,73.92
2025-07-23,Electronics,North,1,242.41
2025-07-23,Sports,West,4,77.59
2025-07-23,Clothing,West,1,50.07
2025-07-23,Home & Garden,South,4,68.18
2025-07-23,Books,East,3,16.2
2025-07-23,Sports,East,3,45.94
2025-07-24,Home & Garden,South,1,60.92
2025-07-24,Sports,East,2,70.81
2025-07-24,Electronics,West,3,246.63
2025-07-24,Electronics,North,4,170.24
2025-07-24,Electronics,West,3,201.13
2025-07-24,Clothing,North,1,59.27
2025-07-24,Home & Garden,North,2,54.14
2025-07-24,Home & Garden,East,3,53.96
2025-07-24,Clothing,East,4,50.18
2025-07-24,Books,North,3,18.84
2025-07-24,Clothing,North,1,53.17
2025-07-24,Electronics,North,4,238.96
2025-07-24,Electronics,East,4,205.66
2025-07-24,Clothing,South,2,43.06
2025-07-24,Electronics,North,1,214.77
2025-07-24,Sports,East,4,77.3
2025-07-24,Home & Garden,West,3,66.55
2025-07-24,Clothing,South,2,46.16
2025-07-24,Sports,North,1,90.54
2025-07-24,Electronics,West,3,228.57
2025-07-24,Clothing,West,4,53.91
2025-07-24,Clothing,East,2,37.04
2025-07-24,Books,West,3,17.99
2025-07-24,Clothing,North,4,38.34
2025-07-25,Electronics,East,1,181.59
2025-07-25,Books,West,1,17.41
2025-07-25,Home & Garden,West,1,64.15
2025-07-25,Electronics,West,3,171.28
2025-07-25,Home & Garden,North,1,66.74
2025-07-25,Books,East,2,21.96
2025-07-25,Books,West,1,21.94
2025-07-25,Clothing,North,4,44.94
2025-07-25,Electronics,South,2,196.36
2025-07-25,Electronics,East,4,235.99
2025-07-25,Electronics,South,2,179.51
2025-07-25,Clothing,West,1,50.07
2025-07-25,Sports,North,1,66.51
2025-07-25,Home & Garden,East,2,54.58
2025-07-25,Sports,East,2,93.12
2025-07-25,Electronics,West,3,203.34
2025-07-25,Electronics,South,4,197.27
2025-07-25,Electronics,North,4,248.58
2025-07-25,Home & Garden,South,3,49.72
2025-07-25,Books,North,2,20.44
2025-07-25,Sports,West,4,57.68
2025-07-25,Clothing,East,4,47.02
2025-07-25,Home & Garden,South,3,59.06
2025-07-25,Clothing,East,1,45.32
2025-07-25,Electronics,East,4,199.73
2025-07-25,Electronics,East,4,208.05
2025-07-25,Home & Garden,East,2,78.31
2025-07-25,Books,North,2,20.85
2025-07-25,Home & Garden,West,3,64.04
2025-07-25,Electronics,North,4,178.26
2025-07-25,Books,West,1,20.21
2025-07-25,Books,South,3,22.22
2025-07-25,Clothing,West,1,25.07
2025-07-25,Clothing,North,1,51.73
2025-07-26,Sports,West,2,94.22
2025-07-26,Electronics,North,3,231.74
2025-07-26,Clothing,North,2,38.72
2025-07-26,Clothing,West,1,56.85
2025-07-26,Books,West,3,12.16
2025-07-26,Clothing,West,1,51.33
2025-07-26,Clothing,North,3,52.76
2025-07-26,Electronics,North,3,212.37
2025-07-26,Clothing,North,3,61.18
2025-07-26,Electronics,South,3,145.36
2025-07-26,Clothing,South,4,50.55
2025-07-26,Home & Garden,East,4,48.95
2025-07-26,Clothing,North,4,44.67
2025-07-26,Books,South,2,23.02
2025-07-26,Clothing,North,4,45.95
2025-07-26,Home & Garden,South,2,59.18
2025-07-26,Clothing,West,4,33.12
2025-07-26,Books,South,2,18.88
2025-07-26,Clothing,North,2,49.92
2025-07-26,Sports,North,2,71.85
2025-07-26,Sports,North,2,57.77
2025-07-26,Sports,West,4,76.21
2025-07-26,Electronics,West,3,193.83
2025-07-26,Sports,South,2,87.62
2025-07-26,Sports,South,2,70.83
2025-07-26,Electronics,North,4,124.24
2025-07-26,Home & Garden,South,2,71.11
2025-07-26,Sports,West,2,85.61
2025-07-26,Sports,West,4,88.54
2025-07-26,Electronics,East,1,151.82
2025-07-26,Home & Garden,East,1,63.17
2025-07-26,Clothing,North,1,58.97
2025-07-26,Sports,East,3,85.07
2025-07-26,Electronics,North,1,206.12
2025-07-26,Clothing,West,1,61.7
2025-07-26,Electronics,West,4,220.47
2025-07-27,Home & Garden,South,2,79.27
2025-07-27,Clothing,East,3,36.06
2025-07-27,Electronics,North,3,237.72
2025-07-27,Clothing,North,1,51.2
2025-07-27,Sports,South,3,73.23
2025-07-27,Home & Garden,South,2,65.51
2025-07-27,Electronics,South,3,174.77
2025-07-27,Home & Garden,West,2,68.28
2025-07-27,Electronics,South,4,220.11
2025-07-27,Electronics,North,4,219.81
2025-07-27,Clothing,East,3,33.74
2025-07-27,Clothing,West,3,44.13
2025-07-27,Books,North,1,18.98
2025-07-27,Books,North,2,20.51
2025-07-27,Electronics,West,1,183.37
2025-07-27,Home & Garden,North,3,74.69
2025-07-27,Sports,West,4,58.98
2025-07-27,Books,South,4,16.2
2025-07-27,Clothing,West,1,55.05
2025-07-27,Books,North,3,18.4
2025-07-27,Clothing,North,1,47.52
2025-07-27,Books,West,1,15.19
2025-07-27,Books,East,1,18.01
2025-07-27,Clothing,North,4,47.81
2025-07-27,Electronics,South,1,192.45
2025-07-27,Home & Garden,East,1,49.31
2025-07-28,Sports,North,2,82.29
2025-07-28,Clothing,East,2,45.46
2025-07-28,Home & Garden,East,1,81.79
2025-07-28,Electronics,East,1,185.28
2025-07-28,Home & Garden,East,4,64.52
2025-07-28,Electronics,North,2,199.35
2025-07-28,Electronics,East,4,233.98
2025-07-28,Clothing,East,3,47.71
2025-07-28,Electronics,West,4,229.2
2025-07-28,Sports,North,3,70.74
2025-07-28,Electronics,West,3,166.98
2025-07-28,Home & Garden,South,4,67.56
2025-07-28,Home & Garden,East,3,54.69
2025-07-28,Books,East,3,20.69
2025-07-28,Home & Garden,East,1,68.92
2025-07-28,Books,South,4,16.82
2025-07-28,Electronics,North,2,149.33
2025-07-28,Clothing,East,2,56.54
2025-07-28,Home & Garden,East,4,69.47
2025-07-28,Clothing,North,3,49.05
2025-07-28,Sports,North,2,63.4
2025-07-28,Sports,North,1,71.41
2025-07-28,Electronics,South,1,195.25
2025-07-28,Electronics,East,3,142.6
2025-07-28,Clothing,West,1,56.74
2025-07-28,Electronics,West,3,218.35
2025-07-28,Home & Garden,East,1,78.78
2025-07-28,Electronics,West,1,202.77
2025-07-28,Clothing,East,3,54.48
2025-07-29,Sports,North,4,76.85
2025-07-29,Clothing,East,2,45.2
2025-07-29,Electronics,West,1,211.45
2025-07-29,Electronics,West,4,118.62
2025-07-29,Home & Garden,South,1,62.95
2025-07-29,Electronics,East,1,229.62
2025-07-29,Clothing,West,4,41.99
2025-07-29,Home & Garden,South,2,73.65
2025-07-29,Home & Garden,East,2,61.69
2025-07-29,Books,East,1,18.48
2025-07-29,Books,West,3,15.24
2025-07-29,Clothing,East,1,49.47
2025-07-29,Electronics,West,4,162.94
2025-07-29,Clothing,West,3,46.39
2025-07-29,Home & Garden,North,4,68.2
2025-07-30,Electronics,West,3,188.84
2025-07-30,Home & Garden,East,4,66.59
2025-07-30,Clothing,East,3,41.76
2025-07-30,Home & Garden,East,4,78.71
2025-07-30,Clothing,North,2,39.5
2025-07-30,Clothing,North,4,47.3
2025-07-30,Clothing,East,4,32.69
2025-07-30,Sports,East,2,77.1
2025-07-30,Electronics,East,2,164.44
2025-07-30,Electronics,West,4,221.12
2025-07-30,Books,South,4,14.86
2025-07-30,Home & Garden,East,2,64.47
2025-07-30,Electronics,East,3,214.15
2025-07-30,Sports,North,2,65.26
2025-07-30,Home & Garden,East,3,80.02
2025-07-30,Clothing,South,2,47.69
2025-07-30,Sports,South,2,69.42
2025-07-30,Clothing,South,3,53.67
2025-07-30,Home & Garden,West,4,58.84
2025-07-30,Home & Garden,West,3,77.06
2025-07-30,Sports,East,3,63.45
2025-07-30,Electronics,North,2,185.8
2025-07-30,Electronics,East,1,180.43
2025-07-30,Books,West,4,19.85
2025-07-30,Home & Garden,South,1,56.49
